#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3067907	360	103	106856	106617	-	RP11-61L14.5	AQP3	ADAR	AQP-3|GIL	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.848730161	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.848730161, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q92482	-	NP_004916	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3077753	9450	103	114839	106617	RP1-80N2.1	RP11-61L14.5	LY86	ADAR	MD-1|MD1|MMD-1|dJ80N2.1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.970651385	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.970651385, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O95711	-	NP_004262	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3099432	3598	103	109812	106617	-	RP11-61L14.5	IL13RA2	ADAR	CD213A2|CT19|IL-13R|IL13BP	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.759584487	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.759584487, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q14627	-	NP_000631	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3105028	6273	103	112181	106617	RP11-49N14.8	RP11-61L14.5	S100A2	ADAR	CAN19|S100L	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.956361435	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.956361435, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P29034	-	NP_005969	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3133113	84640	103	124165	106617	-	RP11-61L14.5	USP38	ADAR	HP43.8KD	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.98740829	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.98740829, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8NB14	B3KSB9	NP_115946|NP_001277255|NP_001277254	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3155691	6035	103	111964	106617	-	RP11-61L14.5	RNASE1	ADAR	RAC1|RIB1|RNS1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.994866023	-	BioPlex HCT HCT116 cells CompPASS score = 0.994866023, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P07998	W0UV93	NP_002924|NP_937877|NP_937878|NP_937875	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3169315	3608	103	109821	106617	RP11-354A16.1	RP11-61L14.5	ILF2	ADAR	NF45|PRO3063	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99911967	-	BioPlex HCT HCT116 cells CompPASS score = 0.99911967, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q12905	Q53FG3|F4ZW62|B4DY09	NP_001254738|NP_004506	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3197039	83932	103	123817	106617	RP5-876B10.3	RP11-61L14.5	SPRTN	ADAR	C1orf124|DDDL1880|DVC1|PRO4323|Spartan|dJ876B10.3	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Perry M (2021)	PUBMED:33567341	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H040	A0A024R3U2	NP_114407|NP_001010984|NP_001248391	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3198469	689	103	107154	106617	OK/SW-cl.8	RP11-61L14.5	BTF3	ADAR	BETA-NAC|BTF3a|BTF3b|NACB	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Wang H (2021)	PUBMED:33644029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20290	-	NP_001032726|NP_001198	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3200467	2033	103	108347	106617	RP1-85F18.1	RP11-61L14.5	EP300	ADAR	KAT3B|RSTS2|p300	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Li X (2021)	PUBMED:33742100	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001349772|NP_001420	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3201521	6624	103	112508	106617	-	RP11-61L14.5	FSCN1	ADAR	FAN1|HSN|SNL|p55	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Liu H (2019)	PUBMED:31298480	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16658	B3KTA3	NP_003079	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3202124	55294	103	120581	106617	-	RP11-61L14.5	FBXW7	ADAR	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Xu F (2021)	PUBMED:33658012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3217541	5610	103	111596	106617	-	RP11-61L14.5	EIF2AK2	ADAR	EIF2AK1|PKR|PPP1R83|PRKR	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Nie Y (2007)	PUBMED:17079286	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P19525	Q8IW76	NP_001129123|NP_002750|NP_001129124	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3217542	3609	103	109822	106617	-	RP11-61L14.5	ILF3	ADAR	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Nie Y (2007)	PUBMED:17079286	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q12906	A0A024R7C7	NP_036350|NP_703194|NP_001131145|NP_004507|NP_060090	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3305582	899	103	107339	106617	-	RP11-61L14.5	CCNF	ADAR	FBX1|FBXO1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Rayner SL (2021)	PUBMED:33729478	9606	9606	High Throughput	3.961	-	Affinity Capture-MS was carried out to identify high-confidence protein interactions with an abundance ratio that was >1.5 fold over controls (Fold Abundance ratio over vector control reported)	-	BIOGRID	P41002	Q59HD0	NP_001752|NP_001310467	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3307299	8878	103	114397	106617	-	RP11-61L14.5	SQSTM1	ADAR	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Proximity Label-MS	physical	Zellner S (2021)	PUBMED:33545068	9606	9606	High Throughput	-	-	APEX2 proximity label MS carried out to identfy high-confidence protein interactions	-	BIOGRID	Q13501	-	NP_003891|NP_001135771|NP_001135770	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3307833	54472	103	119978	106617	-	RP11-61L14.5	TOLLIP	ADAR	IL-1RAcPIP	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Proximity Label-MS	physical	Zellner S (2021)	PUBMED:33545068	9606	9606	High Throughput	-	-	APEX2 proximity label MS carried out to identfy high-confidence protein interactions	-	BIOGRID	Q9H0E2	Q6FIE9	NP_001305445|NP_061882|NP_001305441|NP_001305443	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3308580	8575	103	114143	106617	HSD14	RP11-61L14.5	PRKRA	ADAR	DYT16|PACT|RAX	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Clerzius G (2013)	PUBMED:24020926	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75569	B4DJC7	NP_001132990|NP_001132989|NP_003681|NP_001303291	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3310812	51548	103	119603	106617	-	RP11-61L14.5	SIRT6	ADAR	SIR2L6	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Wang H (2021)	PUBMED:34244565	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N6T7	B4DDV3	NP_001180214|NP_001307990|NP_001307991|NP_001307992|NP_001307993|NP_001307987|NP_057623|NP_001307989|NP_001307988	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3311773	1856	103	108189	106617	-	RP11-61L14.5	DVL2	ADAR	-	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kim SO (2021)	PUBMED:34299191	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14641	-	NP_004413	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3325651	43740575	103	4383847	106617	GU280_gp10	RP11-61L14.5	N	ADAR	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Somasekharan SP (2021)	PUBMED:34780058	2697049	9606	High Throughput	-	-	Data were organized into four categories of SARS-CoV-2 N-associated proteins after arsenite stress: interactions that were stress-enhanced, stress-dependent, stress-independent and non-stress-specific.|Stress-dependent interaction (Table 1)	-	BIOGRID	P0DTC9	-	YP_009724397	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3337573	14254595	103	4383880	106617	G128_gp03	RP11-61L14.5	ORF3	ADAR	MERS-CoV ORF3|ORF3_CVEMC|PRO_0000422435	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Zhou Y (2022)	PUBMED:35032548	1335626	9606	High Throughput	-	-	-	-	BIOGRID	K9N796	-	YP_009047205	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
3347045	6657	103	112540	106617	-	RP11-61L14.5	SOX2	ADAR	ANOP3|MCOPS3	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Mahlokozera T (2021)	PUBMED:34732716	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48431	-	NP_003097	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350288	832	103	107282	106617	RP4-657E11.7	RP11-61L14.5	CAPZB	ADAR	CAPB|CAPPB|CAPZ	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P47756	Q7L4N0|B4DWA6|B1AK88|B1AK85	NP_001193470|NP_001193469|NP_001300861|NP_004921|NP_001269091	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3352080	9276	103	114693	106617	-	RP11-61L14.5	COPB2	ADAR	beta-COP	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P35606	-	NP_004757	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3352477	11052	103	116238	106617	-	RP11-61L14.5	CPSF6	ADAR	CFIM|CFIM68|HPBRII-4|HPBRII-7	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q16630	-	NP_008938|NP_001287876	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3353892	9188	103	114625	106617	-	RP11-61L14.5	DDX21	ADAR	GUA|GURDB|RH-II/GU|RH-II/GuA	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q9NR30	-	NP_004719|NP_001243839	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3354195	1660	103	108025	106617	-	RP11-61L14.5	DHX9	ADAR	DDX9|LKP|NDH2|NDHII|RHA	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q08211	B3KU66	NP_001348	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3355187	5610	103	111596	106617	-	RP11-61L14.5	EIF2AK2	ADAR	EIF2AK1|PKR|PPP1R83|PRKR	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P19525	Q8IW76	NP_001129123|NP_002750|NP_001129124	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3356394	2521	103	108797	106617	-	RP11-61L14.5	FUS	ADAR	ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P35637	Q6IBQ5|Q13344	NP_004951|NP_001164105|NP_001164408	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3356649	9908	103	115237	106617	-	RP11-61L14.5	G3BP2	ADAR	-	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q9UN86	A0A024RDB2|A0A024RDE5	NP_036429|NP_987101|NP_987100	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3358493	3191	103	109432	106617	P/OKcl.14	RP11-61L14.5	HNRNPL	ADAR	HNRPL|hnRNP-L	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3358829	3609	103	109822	106617	-	RP11-61L14.5	ILF3	ADAR	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q12906	A0A024R7C7	NP_036350|NP_703194|NP_001131145|NP_004507|NP_060090	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3365209	55269	103	120558	106617	RP11-523H24.2	RP11-61L14.5	PSPC1	ADAR	PSP1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q8WXF1	B4DWI8	NP_001350589|NP_001341837|NP_001341838|NP_001035879	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3366316	10432	103	115700	106617	-	RP11-61L14.5	RBM14	ADAR	COAA|PSP2|SIP|SYTIP1|TMEM137	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q96PK6	-	NP_001185766|NP_001185765|NP_006319	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
